mes,dia,hora,provincia,canton,zona,num_fallecido,num_lesionado,total_victimas,clase,causa,mes_num,dia_semana_num,hora_num,franja_horaria,anio,fecha_mes,total_victimas_calculado,total_victimas_inconsistente,id_siniestro
ENERO,MARTES,11:00 A 11:59,IMBABURA,OTAVALO,URBANA,0,0,0,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,0,False,1
ENERO,MARTES,23:00 A 23:59,IMBABURA,IBARRA,RURAL,0,0,0,OTROS,OTRAS CAUSAS,1,2,23,NOCHE,2019,2019-01-01,0,False,2
ENERO,MARTES,12:00 A 12:59,TUNGURAHUA,AMBATO,URBANA,0,3,3,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,12,TARDE,2019,2019-01-01,3,False,3
ENERO,MARTES,07:00 A 07:59,TUNGURAHUA,AMBATO,RURAL,0,1,1,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,7,MANANA,2019,2019-01-01,1,False,4
ENERO,MARTES,04:00 A 04:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,4,MADRUGADA,2019,2019-01-01,0,False,5
ENERO,MARTES,14:00 A 14:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ESTRELLAMIENTOS,NO RESPETA LAS SENALES DE TRANSITO,1,2,14,TARDE,2019,2019-01-01,0,False,6
ENERO,MARTES,01:00 A 01:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,1,MADRUGADA,2019,2019-01-01,0,False,7
ENERO,MARTES,20:00 A 20:59,ESMERALDAS,SAN LORENZO,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,20,NOCHE,2019,2019-01-01,0,False,8
ENERO,MARTES,01:00 A 01:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,CHOQUES,EXCESO VELOCIDAD,1,2,1,MADRUGADA,2019,2019-01-01,0,False,9
ENERO,MARTES,10:00 A 10:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,CAIDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,10,MANANA,2019,2019-01-01,1,False,10
ENERO,MARTES,08:00 A 08:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RURAL,0,5,5,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,8,MANANA,2019,2019-01-01,5,False,11
ENERO,MARTES,09:00 A 09:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,9,MANANA,2019,2019-01-01,1,False,12
ENERO,MARTES,14:00 A 14:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,14,TARDE,2019,2019-01-01,1,False,13
ENERO,MARTES,16:00 A 16:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,16,TARDE,2019,2019-01-01,1,False,14
ENERO,MARTES,06:00 A 06:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RURAL,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,6,MANANA,2019,2019-01-01,0,False,15
ENERO,MARTES,06:00 A 06:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,6,MANANA,2019,2019-01-01,0,False,16
ENERO,MARTES,07:00 A 07:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,7,MANANA,2019,2019-01-01,1,False,17
ENERO,MARTES,07:00 A 07:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,1,2,7,MANANA,2019,2019-01-01,0,False,18
ENERO,MARTES,13:00 A 13:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ROZAMIENTOS,EMBRIAGUEZ O DROGA,1,2,13,TARDE,2019,2019-01-01,0,False,19
ENERO,MARTES,01:00 A 01:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,1,MADRUGADA,2019,2019-01-01,1,False,20
ENERO,MARTES,09:00 A 09:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,9,MANANA,2019,2019-01-01,0,False,21
ENERO,MARTES,20:00 A 20:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,CHOQUES,EXCESO VELOCIDAD,1,2,20,NOCHE,2019,2019-01-01,0,False,22
ENERO,MARTES,19:00 A 19:59,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,URBANA,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,19,NOCHE,2019,2019-01-01,1,False,23
ENERO,MARTES,18:00 A 18:59,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,URBANA,0,1,1,CAIDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,18,NOCHE,2019,2019-01-01,1,False,24
ENERO,MARTES,12:00 A 12:59,MANABI,MANTA,URBANA,0,0,0,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,12,TARDE,2019,2019-01-01,0,False,25
ENERO,MARTES,11:00 A 11:59,MANABI,MANTA,URBANA,0,1,1,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,11,MANANA,2019,2019-01-01,1,False,26
ENERO,MARTES,03:00 A 03:59,MANABI,MANTA,URBANA,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,3,MADRUGADA,2019,2019-01-01,0,False,27
ENERO,MARTES,03:00 A 03:59,AZUAY,CUENCA,URBANA,0,1,1,ROZAMIENTOS,EMBRIAGUEZ O DROGA,1,2,3,MADRUGADA,2019,2019-01-01,1,False,28
ENERO,MARTES,21:00 A 21:59,AZUAY,CUENCA,RURAL,1,1,2,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,21,NOCHE,2019,2019-01-01,2,False,29
ENERO,MARTES,11:00 A 11:59,LOS RIOS,VENTANAS,RURAL,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,1,False,30
ENERO,MARTES,20:00 A 20:59,GUAYAS,EL EMPALME,RURAL,0,0,0,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,20,NOCHE,2019,2019-01-01,0,False,31
ENERO,MARTES,08:00 A 08:59,LOS RIOS,VENTANAS,RURAL,0,5,5,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,8,MANANA,2019,2019-01-01,5,False,32
ENERO,MARTES,17:00 A 17:59,GUAYAS,GUAYAQUIL,RURAL,0,0,0,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,17,TARDE,2019,2019-01-01,0,False,33
ENERO,MARTES,21:00 A 21:59,GUAYAS,NOBOL,RURAL,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,21,NOCHE,2019,2019-01-01,1,False,34
ENERO,MARTES,13:00 A 13:59,SANTA ELENA,SALINAS,URBANA,0,0,0,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,13,TARDE,2019,2019-01-01,0,False,35
ENERO,MARTES,19:00 A 19:59,GUAYAS,DAULE,RURAL,0,2,2,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,19,NOCHE,2019,2019-01-01,2,False,36
ENERO,MARTES,11:00 A 11:59,GUAYAS,GENERAL ANTONIO ELIZALDE,RURAL,0,1,1,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,11,MANANA,2019,2019-01-01,1,False,37
ENERO,MARTES,18:00 A 18:59,MANABI,ROCAFUERTE,RURAL,0,5,5,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,18,NOCHE,2019,2019-01-01,5,False,38
ENERO,MARTES,12:00 A 12:59,GUAYAS,SALITRE,RURAL,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,12,TARDE,2019,2019-01-01,1,False,39
ENERO,MARTES,11:00 A 11:59,GUAYAS,MILAGRO,URBANA,0,1,1,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,1,False,40
ENERO,MARTES,13:00 A 13:59,GUAYAS,DURAN,RURAL,0,3,3,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,2,13,TARDE,2019,2019-01-01,3,False,41
ENERO,MARTES,23:00 A 23:59,LOS RIOS,QUEVEDO,RURAL,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,23,NOCHE,2019,2019-01-01,1,False,42
ENERO,MARTES,03:00 A 03:59,GUAYAS,NARANJITO,RURAL,0,0,0,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,3,MADRUGADA,2019,2019-01-01,0,False,43
ENERO,MARTES,23:00 A 23:59,AZUAY,CUENCA,RURAL,0,2,2,PERDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,1,2,23,NOCHE,2019,2019-01-01,2,False,44
ENERO,MARTES,04:00 A 04:59,GUAYAS,DURAN,URBANA,0,2,2,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,4,MADRUGADA,2019,2019-01-01,2,False,45
ENERO,MARTES,11:00 A 11:59,SANTA ELENA,SANTA ELENA,RURAL,0,2,2,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,2,False,46
ENERO,MARTES,16:00 A 16:59,GUAYAS,MILAGRO,URBANA,0,1,1,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,16,TARDE,2019,2019-01-01,1,False,47
ENERO,MARTES,10:00 A 10:59,MANABI,PORTOVIEJO,RURAL,0,1,1,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,10,MANANA,2019,2019-01-01,1,False,48
ENERO,MARTES,08:00 A 08:59,GUAYAS,DAULE,URBANA,0,1,1,CAIDA DE PASAJEROS,IMPRUDENCIA DEL PEATON,1,2,8,MANANA,2019,2019-01-01,1,False,49
ENERO,MARTES,17:00 A 17:59,SANTA ELENA,SANTA ELENA,URBANA,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,17,TARDE,2019,2019-01-01,1,False,50
ENERO,MARTES,15:00 A 15:59,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RURAL,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,15,TARDE,2019,2019-01-01,1,False,51
ENERO,MARTES,13:00 A 13:59,GUAYAS,PLAYAS,RURAL,0,3,3,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,13,TARDE,2019,2019-01-01,3,False,52
ENERO,MARTES,09:00 A 09:59,GUAYAS,SAMBORONDON,RURAL,0,0,0,PERDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,1,2,9,MANANA,2019,2019-01-01,0,False,53
ENERO,MARTES,09:00 A 09:59,GUAYAS,DAULE,RURAL,2,0,2,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,9,MANANA,2019,2019-01-01,2,False,54
ENERO,MARTES,14:00 A 14:59,GUAYAS,BALAO,RURAL,0,1,1,CAIDA DE PASAJEROS,IMPRUDENCIA DEL PEATON,1,2,14,TARDE,2019,2019-01-01,1,False,55
ENERO,MARTES,11:00 A 11:59,GUAYAS,SAMBORONDON,RURAL,0,2,2,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,2,False,56
ENERO,MARTES,11:00 A 11:59,GUAYAS,PLAYAS,RURAL,0,1,1,PERDIDA DE PISTA,IMPRUDENCIA DEL PEATON,1,2,11,MANANA,2019,2019-01-01,1,False,57
ENERO,MARTES,09:00 A 09:59,GUAYAS,DURAN,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,9,MANANA,2019,2019-01-01,0,False,58
ENERO,MARTES,07:00 A 07:59,AZUAY,CUENCA,RURAL,0,0,0,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,2,7,MANANA,2019,2019-01-01,0,False,59
ENERO,MARTES,11:00 A 11:59,GUAYAS,DURAN,RURAL,0,0,0,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,11,MANANA,2019,2019-01-01,0,False,60
ENERO,MARTES,07:00 A 07:59,GUAYAS,MILAGRO,RURAL,0,0,0,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,7,MANANA,2019,2019-01-01,0,False,61
ENERO,MARTES,05:00 A 05:59,GUAYAS,DAULE,RURAL,0,1,1,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,5,MADRUGADA,2019,2019-01-01,1,False,62
ENERO,MARTES,02:00 A 02:59,GUAYAS,BALAO,RURAL,0,3,3,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,2,MADRUGADA,2019,2019-01-01,3,False,63
ENERO,MARTES,03:00 A 03:59,GUAYAS,DAULE,RURAL,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,3,MADRUGADA,2019,2019-01-01,1,False,64
ENERO,MARTES,03:00 A 03:59,SANTA ELENA,LA LIBERTAD,URBANA,0,2,2,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,3,MADRUGADA,2019,2019-01-01,2,False,65
ENERO,MARTES,00:00 A 00:59,GUAYAS,MILAGRO,URBANA,0,2,2,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,0,MADRUGADA,2019,2019-01-01,2,False,66
ENERO,MARTES,02:00 A 02:59,GUAYAS,MILAGRO,RURAL,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,2,MADRUGADA,2019,2019-01-01,1,False,67
ENERO,MARTES,18:00 A 18:59,MANABI,SUCRE,RURAL,1,0,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,18,NOCHE,2019,2019-01-01,1,False,68
ENERO,MARTES,00:00 A 00:59,BOLIVAR,SAN MIGUEL,RURAL,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,0,MADRUGADA,2019,2019-01-01,1,False,69
ENERO,MARTES,16:00 A 16:59,SUCUMBIOS,LAGO AGRIO,RURAL,1,1,2,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,16,TARDE,2019,2019-01-01,2,False,70
ENERO,MARTES,07:00 A 07:59,BOLIVAR,SAN MIGUEL,RURAL,1,0,1,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,7,MANANA,2019,2019-01-01,1,False,71
ENERO,MARTES,07:00 A 07:59,CANAR,CANAR,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,7,MANANA,2019,2019-01-01,0,False,72
ENERO,MARTES,09:00 A 09:59,NAPO,TENA,RURAL,0,1,1,PERDIDA DE PISTA,EMBRIAGUEZ O DROGA,1,2,9,MANANA,2019,2019-01-01,1,False,73
ENERO,MARTES,07:00 A 07:59,TUNGURAHUA,AMBATO,RURAL,0,0,0,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,7,MANANA,2019,2019-01-01,0,False,74
ENERO,MARTES,20:00 A 20:59,TUNGURAHUA,AMBATO,RURAL,1,0,1,ATROPELLOS,IMPRUDENCIA DEL PEATON,1,2,20,NOCHE,2019,2019-01-01,1,False,75
ENERO,MARTES,23:00 A 23:59,TUNGURAHUA,AMBATO,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,23,NOCHE,2019,2019-01-01,0,False,76
ENERO,MARTES,13:00 A 13:59,COTOPAXI,LATACUNGA,RURAL,1,0,1,PERDIDA DE PISTA,OTRAS CAUSAS,1,2,13,TARDE,2019,2019-01-01,1,False,77
ENERO,MARTES,23:00 A 23:59,COTOPAXI,SALCEDO,RURAL,1,0,1,ATROPELLOS,OTRAS CAUSAS,1,2,23,NOCHE,2019,2019-01-01,1,False,78
ENERO,MARTES,04:00 A 04:59,PASTAZA,PASTAZA,RURAL,1,0,1,ATROPELLOS,IMPRUDENCIA DEL PEATON,1,2,4,MADRUGADA,2019,2019-01-01,1,False,79
ENERO,MARTES,06:00 A 06:59,PICHINCHA,MEJIA,RURAL,1,0,1,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,6,MANANA,2019,2019-01-01,1,False,80
ENERO,MARTES,16:00 A 16:59,ORELLANA,LORETO,RURAL,1,1,2,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,16,TARDE,2019,2019-01-01,2,False,81
ENERO,MARTES,03:00 A 03:59,PICHINCHA,MEJIA,RURAL,1,3,4,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,3,MADRUGADA,2019,2019-01-01,4,False,82
ENERO,MARTES,05:00 A 05:59,IMBABURA,OTAVALO,RURAL,1,0,1,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,5,MADRUGADA,2019,2019-01-01,1,False,83
ENERO,MARTES,21:00 A 21:59,IMBABURA,OTAVALO,RURAL,1,0,1,ATROPELLOS,IMPRUDENCIA DEL PEATON,1,2,21,NOCHE,2019,2019-01-01,1,False,84
ENERO,MARTES,05:00 A 05:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RURAL,0,1,1,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,5,MADRUGADA,2019,2019-01-01,1,False,85
ENERO,MARTES,18:00 A 18:59,ESMERALDAS,ATACAMES,RURAL,1,0,1,ATROPELLOS,IMPRUDENCIA DEL PEATON,1,2,18,NOCHE,2019,2019-01-01,1,False,86
ENERO,MARTES,21:00 A 21:59,CHIMBORAZO,RIOBAMBA,RURAL,0,0,0,CHOQUES,EMBRIAGUEZ O DROGA,1,2,21,NOCHE,2019,2019-01-01,0,False,87
ENERO,MARTES,08:00 A 08:59,CHIMBORAZO,RIOBAMBA,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,8,MANANA,2019,2019-01-01,0,False,88
ENERO,MARTES,01:00 A 01:59,CHIMBORAZO,RIOBAMBA,RURAL,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,1,MADRUGADA,2019,2019-01-01,1,False,89
ENERO,MARTES,20:00 A 20:59,CARCHI,TULCAN,RURAL,0,3,3,CHOQUES,EMBRIAGUEZ O DROGA,1,2,20,NOCHE,2019,2019-01-01,3,False,90
ENERO,MARTES,08:00 A 08:59,AZUAY,GIRON,RURAL,1,1,2,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,8,MANANA,2019,2019-01-01,2,False,91
ENERO,MARTES,02:00 A 02:59,ORELLANA,ORELLANA,RURAL,0,2,2,PERDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,2,MADRUGADA,2019,2019-01-01,2,False,92
ENERO,MARTES,05:00 A 05:59,ORELLANA,ORELLANA,RURAL,0,1,1,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,5,MADRUGADA,2019,2019-01-01,1,False,93
ENERO,MARTES,02:00 A 02:59,GUAYAS,GUAYAQUIL,URBANA,0,2,2,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,2,MADRUGADA,2019,2019-01-01,2,False,94
ENERO,MARTES,05:00 A 05:59,GUAYAS,GUAYAQUIL,URBANA,0,3,3,ATROPELLOS,EXCESO VELOCIDAD,1,2,5,MADRUGADA,2019,2019-01-01,3,False,95
ENERO,MARTES,06:00 A 06:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,PERDIDA DE PISTA,EMBRIAGUEZ O DROGA,1,2,6,MANANA,2019,2019-01-01,1,False,96
ENERO,MARTES,08:00 A 08:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ROZAMIENTOS,EMBRIAGUEZ O DROGA,1,2,8,MANANA,2019,2019-01-01,1,False,97
ENERO,MARTES,08:00 A 08:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,PERDIDA DE PISTA,EXCESO VELOCIDAD,1,2,8,MANANA,2019,2019-01-01,1,False,98
ENERO,MARTES,07:00 A 07:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,PERDIDA DE PISTA,EMBRIAGUEZ O DROGA,1,2,7,MANANA,2019,2019-01-01,0,False,99
ENERO,MARTES,05:00 A 05:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,5,MADRUGADA,2019,2019-01-01,0,False,100
ENERO,MARTES,09:00 A 09:59,GUAYAS,GUAYAQUIL,URBANA,1,1,2,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,9,MANANA,2019,2019-01-01,2,False,101
ENERO,MARTES,08:00 A 08:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,8,MANANA,2019,2019-01-01,0,False,102
ENERO,MARTES,10:00 A 10:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,10,MANANA,2019,2019-01-01,1,False,103
ENERO,MARTES,10:00 A 10:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,PERDIDA DE PISTA,EXCESO VELOCIDAD,1,2,10,MANANA,2019,2019-01-01,0,False,104
ENERO,MARTES,10:00 A 10:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,CHOQUES,EMBRIAGUEZ O DROGA,1,2,10,MANANA,2019,2019-01-01,1,False,105
ENERO,MARTES,07:00 A 07:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,2,7,MANANA,2019,2019-01-01,0,False,106
ENERO,MARTES,12:00 A 12:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,CHOQUES,EXCESO VELOCIDAD,1,2,12,TARDE,2019,2019-01-01,0,False,107
ENERO,MARTES,10:00 A 10:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,10,MANANA,2019,2019-01-01,1,False,108
ENERO,MARTES,14:00 A 14:59,GUAYAS,GUAYAQUIL,URBANA,0,2,2,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,2,14,TARDE,2019,2019-01-01,2,False,109
ENERO,MARTES,16:00 A 16:59,GUAYAS,GUAYAQUIL,URBANA,0,2,2,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,2,16,TARDE,2019,2019-01-01,2,False,110
ENERO,MARTES,16:00 A 16:59,GUAYAS,GUAYAQUIL,URBANA,0,0,0,PERDIDA DE PISTA,EXCESO VELOCIDAD,1,2,16,TARDE,2019,2019-01-01,0,False,111
ENERO,MARTES,15:00 A 15:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,PERDIDA DE PISTA,EXCESO VELOCIDAD,1,2,15,TARDE,2019,2019-01-01,1,False,112
ENERO,MARTES,18:00 A 18:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ATROPELLOS,EMBRIAGUEZ O DROGA,1,2,18,NOCHE,2019,2019-01-01,1,False,113
ENERO,MARTES,19:00 A 19:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ATROPELLOS,EXCESO VELOCIDAD,1,2,19,NOCHE,2019,2019-01-01,1,False,114
ENERO,MARTES,22:00 A 22:59,GUAYAS,GUAYAQUIL,URBANA,0,2,2,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,1,2,22,NOCHE,2019,2019-01-01,2,False,115
ENERO,MARTES,01:00 A 01:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,ATROPELLOS,EXCESO VELOCIDAD,1,2,1,MADRUGADA,2019,2019-01-01,1,False,116
ENERO,MARTES,06:00 A 06:59,GUAYAS,GUAYAQUIL,URBANA,0,1,1,VOLCAMIENTOS,EXCESO VELOCIDAD,1,2,6,MANANA,2019,2019-01-01,1,False,117
ENERO,MIERCOLES,15:00 A 15:59,TUNGURAHUA,AMBATO,URBANA,0,4,4,CHOQUES,NO RESPETA LAS SENALES DE TRANSITO,1,3,15,TARDE,2019,2019-01-01,4,False,118
ENERO,MIERCOLES,13:00 A 13:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,OTROS,OTRAS CAUSAS,1,3,13,TARDE,2019,2019-01-01,1,False,119
ENERO,MIERCOLES,19:00 A 19:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,3,19,NOCHE,2019,2019-01-01,0,False,120
ENERO,MIERCOLES,15:00 A 15:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,3,15,TARDE,2019,2019-01-01,1,False,121
ENERO,MIERCOLES,00:00 A 00:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RURAL,0,5,5,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,3,0,MADRUGADA,2019,2019-01-01,5,False,122
ENERO,MIERCOLES,09:00 A 09:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,1,1,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,3,9,MANANA,2019,2019-01-01,1,False,123
ENERO,MIERCOLES,13:00 A 13:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,URBANA,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,3,13,TARDE,2019,2019-01-01,0,False,124
ENERO,MIERCOLES,15:00 A 15:59,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RURAL,0,0,0,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,3,15,TARDE,2019,2019-01-01,0,False,125
