provincia,canton,parroquia,poblacion,superficie_de_la_parroquia_km2_,densidad_poblacional
ESMERALDAS,SAN LORENZO,URBINA,511.0,100.71,5.0
ESMERALDAS,ATACAMES,ATACAMES,21868.0,104.07,210.0
ESMERALDAS,ATACAMES,LA UNION,3358.0,113.95,29.0
ESMERALDAS,ATACAMES,SUA,4412.0,71.96,61.0
ESMERALDAS,ATACAMES,TONCHIGUE,8300.0,137.71,60.0
ESMERALDAS,ATACAMES,TONSUPA,13266.0,82.75,160.0
ESMERALDAS,RIOVERDE,RIOVERDE,7124.0,73.8,97.0
ESMERALDAS,RIOVERDE,CHONTADURO,4156.0,215.82,19.0
ESMERALDAS,RIOVERDE,CHUMUNDE,4508.0,539.45,8.0
ESMERALDAS,RIOVERDE,LAGARTO,5670.0,212.25,27.0
ESMERALDAS,RIOVERDE,MONTALVO,5254.0,317.35,17.0
ESMERALDAS,RIOVERDE,ROCAFUERTE,6173.0,154.63,40.0
GUAYAS,GUAYAQUIL,GUAYAQUIL,2665392.0,1768.36,1507.0
GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON,13483.0,307.94,44.0
GUAYAS,GUAYAQUIL,MORRO,6502.0,323.52,20.0
GUAYAS,GUAYAQUIL,POSORJA,33709.0,73.63,458.0
GUAYAS,GUAYAQUIL,PUNA,15275.0,1876.19,8.0
GUAYAS,GUAYAQUIL,TENGUEL,12042.0,141.06,85.0
GUAYAS,ALFREDO BAQUERIZO MORENO (JUJAN),ALFREDO BAQUERIZO MORENO (JUJAN),25526.0,228.4,112.0
GUAYAS,BALAO,BALAO,25655.0,438.89,58.0
GUAYAS,BALZAR,BALZAR,57829.0,1176.33,49.0
GUAYAS,COLIMES,COLIMES,20339.0,544.11,37.0
GUAYAS,COLIMES,SAN JACINTO,5912.0,213.24,28.0
GUAYAS,DAULE,DAULE,183399.0,229.08,801.0
GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,9380.0,74.7,126.0
GUAYAS,DAULE,LAUREL,10558.0,37.23,284.0
GUAYAS,DAULE,LIMONAL,9414.0,48.5,194.0
GUAYAS,DAULE,LOS LOJAS,9695.0,121.73,80.0
GUAYAS,DURAN,ELOY ALFARO,303910.0,341.87,889.0
GUAYAS,EL EMPALME,VELASCO IBARRA,50951.0,148.0,344.0
GUAYAS,EL EMPALME,GUAYAS,18735.0,363.73,52.0
GUAYAS,EL EMPALME,EL ROSARIO,10081.0,137.39,73.0
GUAYAS,EL TRIUNFO,EL TRIUNFO,60541.0,560.32,108.0
GUAYAS,MILAGRO,MILAGRO,173407.0,223.41,776.0
GUAYAS,MILAGRO,CHOBO,3761.0,39.17,96.0
GUAYAS,MILAGRO,MARISCAL SUCRE,6072.0,54.99,110.0
GUAYAS,MILAGRO,ROBERTO ASTUDILLO,12703.0,81.47,156.0
GUAYAS,NARANJAL,NARANJAL,52002.0,601.46,86.0
GUAYAS,NARANJAL,JESUS MARIA,6622.0,107.27,62.0
GUAYAS,NARANJAL,SAN CARLOS,9404.0,103.9,91.0
GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,6196.0,131.5,47.0
GUAYAS,NARANJAL,TAURA,9467.0,757.43,12.0
GUAYAS,NARANJITO,NARANJITO,44169.0,230.74,191.0
GUAYAS,PALESTINA,PALESTINA,18019.0,186.43,97.0
GUAYAS,PEDRO CARBO,PEDRO CARBO,38405.0,520.72,74.0
GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,5751.0,100.09,57.0
GUAYAS,PEDRO CARBO,SABANILLA,8021.0,319.75,25.0
GUAYAS,SAMBORONDON,SAMBORONDON,81854.0,250.57,327.0
GUAYAS,SAMBORONDON,TARIFA,16686.0,93.34,179.0
GUAYAS,SANTA LUCIA,SANTA LUCIA,43700.0,364.96,120.0
GUAYAS,SALITRE,EL SALITRE,30549.0,132.36,231.0
GUAYAS,SALITRE,GENERAL VERNAZA,10522.0,85.13,124.0
GUAYAS,SALITRE,LA VICTORIA,7309.0,81.39,90.0
GUAYAS,SALITRE,JUNQUILLAL,12680.0,94.39,134.0
GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,32914.0,277.27,119.0
GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO,8461.0,93.97,90.0
GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO,13140.0,107.53,122.0
GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,18184.0,51.74,351.0
GUAYAS,PLAYAS,GENERAL VILLAMIL,58768.0,269.99,218.0
GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,16448.0,132.37,124.0
GUAYAS,SIMON BOLIVAR,CORONEL LORENZO DE GARAYCOA,12979.0,158.1,82.0
GUAYAS,CORONEL MARCELINO MARIDUENA,CORONEL MARCELINO MARIDUENA,13183.0,254.13,52.0
GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,22254.0,71.83,310.0
GUAYAS,NOBOL,NARCISA DE JESUS,23850.0,134.68,177.0
GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE,11810.0,141.47,83.0
GUAYAS,ISIDRO AYORA,ISIDRO AYORA,14305.0,491.84,29.0
IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,168068.0,243.33,691.0
IMBABURA,IBARRA,AMBUQUI,6143.0,125.94,49.0
IMBABURA,IBARRA,ANGOCHAGUA,3561.0,117.65,30.0
IMBABURA,IBARRA,CAROLINA,3258.0,273.21,12.0
IMBABURA,IBARRA,LA ESPERANZA,8681.0,34.98,248.0
IMBABURA,IBARRA,LITA,3964.0,238.35,17.0
IMBABURA,IBARRA,SALINAS,2374.0,76.56,31.0
IMBABURA,IBARRA,SAN ANTONIO,21420.0,29.04,738.0
IMBABURA,ANTONIO ANTE,ATUNTAQUI,28099.0,22.42,1253.0
IMBABURA,ANTONIO ANTE,IMBAYA,1610.0,11.56,139.0
IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,7974.0,10.61,752.0
IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,3862.0,17.03,227.0
IMBABURA,ANTONIO ANTE,SAN ROQUE,12226.0,18.31,668.0
IMBABURA,COTACACHI,COTACACHI,21414.0,65.8,325.0
IMBABURA,COTACACHI,APUELA,1936.0,202.14,10.0
IMBABURA,COTACACHI,GARCIA MORENO,11566.0,886.28,13.0
IMBABURA,COTACACHI,IMANTAG,5476.0,229.48,24.0
IMBABURA,COTACACHI,PENAHERRERA,1780.0,122.58,15.0
IMBABURA,COTACACHI,PLAZA GUTIERREZ,328.0,76.2,4.0
IMBABURA,COTACACHI,QUIROGA,8245.0,45.59,181.0
IMBABURA,COTACACHI,SEIS DE JULIO DE CUELLAJE,1664.0,181.93,9.0
IMBABURA,COTACACHI,VACAS GALINDO,592.0,54.91,11.0
IMBABURA,OTAVALO,OTAVALO,55534.0,79.28,700.0
IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS,6914.0,10.14,682.0
IMBABURA,OTAVALO,EUGENIO ESPEJO,8812.0,28.0,315.0
IMBABURA,OTAVALO,GONZALEZ SUAREZ,7434.0,50.25,148.0
IMBABURA,OTAVALO,PATAQUI,221.0,9.96,22.0
IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,8458.0,165.13,51.0
IMBABURA,OTAVALO,SAN JUAN DE ILUMAN,9299.0,20.47,454.0
IMBABURA,OTAVALO,SAN PABLO,11146.0,63.79,175.0
IMBABURA,OTAVALO,SAN RAFAEL,5184.0,17.88,290.0
IMBABURA,OTAVALO,SELVA ALEGRE,1301.0,86.32,15.0
IMBABURA,PIMAMPIRO,PIMAMPIRO,10076.0,92.82,109.0
IMBABURA,PIMAMPIRO,CHUGA,1020.0,49.49,21.0
IMBABURA,PIMAMPIRO,MARIANO ACOSTA,1294.0,131.42,10.0
IMBABURA,PIMAMPIRO,SAN FRANCISCO DE SIGSIPAMBA,976.0,166.1,6.0
IMBABURA,SAN MIGUEL DE URCUQUI,URCUQUI,6551.0,60.04,109.0
IMBABURA,SAN MIGUEL DE URCUQUI,CAHUASQUI,1871.0,126.57,15.0
IMBABURA,SAN MIGUEL DE URCUQUI,LA MERCED DE BUENOS AIRES,2004.0,383.95,5.0
IMBABURA,SAN MIGUEL DE URCUQUI,PABLO ARENAS,2339.0,54.27,43.0
IMBABURA,SAN MIGUEL DE URCUQUI,SAN BLAS,3524.0,73.93,48.0
IMBABURA,SAN MIGUEL DE URCUQUI,TUMBABIRO,1680.0,37.61,45.0
LOJA,LOJA,LOJA,214296.0,284.78,752.0
LOJA,LOJA,CHANTACO,1025.0,23.93,43.0
LOJA,LOJA,CHUQUIRIBAMBA,2114.0,71.94,29.0
LOJA,LOJA,EL CISNE,1639.0,108.63,15.0
LOJA,LOJA,GUALEL,2082.0,99.93,21.0
LOJA,LOJA,JIMBILLA,1010.0,102.25,10.0
LOJA,LOJA,MALACATOS,8669.0,206.01,42.0
LOJA,LOJA,SAN LUCAS,4686.0,157.38,30.0
LOJA,LOJA,SAN PEDRO DE VILCABAMBA,1305.0,67.08,19.0
LOJA,LOJA,SANTIAGO,1051.0,101.91,10.0
LOJA,LOJA,TAQUIL,3720.0,91.97,40.0
LOJA,LOJA,VILCABAMBA,5516.0,159.77,35.0
LOJA,LOJA,YANGANA,1413.0,267.6,5.0
LOJA,LOJA,QUINARA,1502.0,148.06,10.0
LOJA,CALVAS,CARIAMANGA,19551.0,349.3,56.0
LOJA,CALVAS,COLAISACA,1430.0,192.72,7.0
LOJA,CALVAS,EL LUCERO,2658.0,93.46,28.0
LOJA,CALVAS,UTUANA,1016.0,116.9,9.0
LOJA,CALVAS,SANGUILLIN,1387.0,98.62,14.0
LOJA,CATAMAYO,CATAMAYO,28127.0,147.57,191.0
LOJA,CATAMAYO,EL TAMBO,4439.0,202.76,22.0
LOJA,CATAMAYO,GUAYQUICHUMA,293.0,105.84,3.0
LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,1924.0,146.63,13.0
LOJA,CATAMAYO,ZAMBI,457.0,49.04,9.0
LOJA,CELICA,CELICA,6685.0,238.44,28.0
LOJA,CELICA,CRUZPAMBA,1165.0,26.84,43.0
LOJA,CELICA,POZUL,3273.0,82.02,40.0
LOJA,CELICA,SABANILLA,2552.0,139.38,18.0
LOJA,CELICA,TENIENTE MAXIMILIANO RODRIGUEZ LOAIZA,704.0,34.91,20.0
LOJA,CHAGUARPAMBA,CHAGUARPAMBA,3466.0,101.21,34.0
LOJA,CHAGUARPAMBA,BUENAVISTA,1193.0,44.37,27.0
LOJA,CHAGUARPAMBA,EL ROSARIO,382.0,91.66,4.0
LOJA,CHAGUARPAMBA,SANTA RUFINA,1211.0,54.35,22.0
LOJA,CHAGUARPAMBA,AMARILLOS,605.0,21.63,28.0
LOJA,ESPINDOLA,AMALUZA,4142.0,123.0,34.0
LOJA,ESPINDOLA,BELLAVISTA,2163.0,77.09,28.0
LOJA,ESPINDOLA,JIMBURA,2050.0,97.09,21.0
LOJA,ESPINDOLA,SANTA TERESITA,1450.0,77.02,19.0
LOJA,ESPINDOLA,27 DE ABRIL,1865.0,41.32,45.0
LOJA,ESPINDOLA,EL INGENIO,1647.0,72.65,23.0
LOJA,ESPINDOLA,EL AIRO,802.0,28.05,29.0
LOJA,GONZANAMA,GONZANAMA,2883.0,72.18,40.0
LOJA,GONZANAMA,CHANGAIMINA,2402.0,103.97,23.0
LOJA,GONZANAMA,NAMBACOLA,4257.0,297.41,14.0
LOJA,GONZANAMA,PURUNUMA,986.0,97.15,10.0
LOJA,GONZANAMA,SACAPALCA,1719.0,111.19,15.0
LOJA,MACARA,MACARA,15235.0,369.47,41.0
LOJA,MACARA,LARAMA,985.0,89.65,11.0
LOJA,MACARA,LA VICTORIA,1361.0,68.83,20.0
LOJA,MACARA,SABIANGO,634.0,45.07,14.0
LOJA,PALTAS,CATACOCHA,12129.0,441.12,27.0
LOJA,PALTAS,CANGONAMA,991.0,47.96,21.0
LOJA,PALTAS,GUACHANAMA,2406.0,279.37,9.0
LOJA,PALTAS,LAURO GUERRERO,1680.0,98.04,17.0
LOJA,PALTAS,ORIANGA,1586.0,180.24,9.0
LOJA,PALTAS,SAN ANTONIO,1077.0,35.03,31.0
LOJA,PALTAS,CASANGA,1735.0,52.37,33.0
LOJA,PALTAS,YAMANA,1237.0,22.03,56.0
LOJA,PUYANGO,ALAMOR,8987.0,241.2,37.0
LOJA,PUYANGO,CIANO,1335.0,79.94,17.0
LOJA,PUYANGO,EL ARENAL,1157.0,27.72,42.0
LOJA,PUYANGO,EL LIMO,2423.0,203.76,12.0
LOJA,PUYANGO,MERCADILLO,1308.0,28.08,47.0
LOJA,PUYANGO,VICENTINO,1047.0,56.3,19.0
LOJA,SARAGURO,SARAGURO,9679.0,75.86,128.0
LOJA,SARAGURO,EL PARAISO DE CELEN,2244.0,54.97,41.0
LOJA,SARAGURO,EL TABLON,972.0,96.7,10.0
LOJA,SARAGURO,LLUZHAPA,1558.0,73.29,21.0
LOJA,SARAGURO,MANU,2142.0,181.28,12.0
LOJA,SARAGURO,SAN ANTONIO DE QUMBE,1110.0,77.7,14.0
LOJA,SARAGURO,SAN PABLO DE TENTA,3290.0,155.03,21.0
LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,958.0,114.76,8.0
LOJA,SARAGURO,SELVA ALEGRE,1553.0,45.09,34.0
LOJA,SARAGURO,URDANETA,4091.0,118.71,34.0
LOJA,SARAGURO,SUMAYPAMBA,1514.0,91.49,17.0
LOJA,SOZORANGA,SOZORANGA,3671.0,293.84,12.0
LOJA,SOZORANGA,NUEVA FATIMA,816.0,51.53,16.0
LOJA,SOZORANGA,TACAMOROS,2483.0,76.51,32.0
LOJA,ZAPOTILLO,ZAPOTILLO,5851.0,194.65,30.0
LOJA,ZAPOTILLO,MANGAHURCO,868.0,170.46,5.0
LOJA,ZAPOTILLO,GARZAREAL,1913.0,189.72,10.0
LOJA,ZAPOTILLO,LIMONES,1685.0,231.48,7.0
LOJA,ZAPOTILLO,PALETILLAS,2574.0,174.24,15.0
LOJA,ZAPOTILLO,BOLASPAMBA,1207.0,131.3,9.0
LOJA,ZAPOTILLO,CAZADEROS,473.0,119.72,4.0
LOJA,PINDAL,PINDAL,4393.0,49.57,89.0
LOJA,PINDAL,CHAQUINAL,995.0,17.25,58.0
LOJA,PINDAL,12 DE DICIEMBRE,2060.0,43.15,48.0
LOJA,PINDAL,MILAGROS,2961.0,92.04,32.0
LOJA,QUILANGA,QUILANGA,2559.0,92.53,28.0
LOJA,QUILANGA,FUNDOCHAMBA,293.0,36.05,8.0
LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,1119.0,107.94,10.0
LOJA,OLMEDO,OLMEDO,3702.0,61.87,60.0
LOJA,OLMEDO,LA TINGUE,462.0,51.91,9.0
LOS RIOS,BABAHOYO,BABAHOYO,112033.0,169.25,662.0
LOS RIOS,BABAHOYO,CARACOL,5226.0,91.54,57.0
LOS RIOS,BABAHOYO,FEBRES CORDERO,19012.0,343.74,55.0
LOS RIOS,BABAHOYO,PIMOCHA,28145.0,279.32,101.0
LOS RIOS,BABAHOYO,LA UNION,14093.0,187.08,75.0
LOS RIOS,BABA,BABA,21574.0,171.12,126.0
LOS RIOS,BABA,GUARE,13581.0,232.83,58.0
LOS RIOS,BABA,ISLA DE BEJUCAL,10141.0,111.42,91.0
LOS RIOS,MONTALVO,MONTALVO,25875.0,298.45,87.0
LOS RIOS,MONTALVO,LA ESMERALDA,2479.0,56.79,44.0
LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,14972.0,150.4,100.0
LOS RIOS,PUEBLOVIEJO,PUERTO PECHICHE,5221.0,81.62,64.0
LOS RIOS,PUEBLOVIEJO,SAN JUAN,20768.0,102.22,203.0
LOS RIOS,QUEVEDO,QUEVEDO,187103.0,255.58,732.0
LOS RIOS,QUEVEDO,SAN CARLOS,12037.0,83.83,144.0
LOS RIOS,QUEVEDO,LA ESPERANZA,6868.0,39.4,174.0
LOS RIOS,URDANETA,CATARAMA,9680.0,50.26,193.0
LOS RIOS,URDANETA,RICAURTE,23471.0,334.55,70.0
LOS RIOS,VENTANAS,VENTANAS,49009.0,153.14,320.0
LOS RIOS,VENTANAS,ZAPOTAL,18368.0,245.51,75.0
LOS RIOS,VENTANAS,CHACARITA,3101.0,61.06,51.0
LOS RIOS,VENTANAS,LOS ANGELES,2733.0,53.05,52.0
LOS RIOS,VINCES,VINCES,63527.0,572.93,111.0
LOS RIOS,VINCES,ANTONIO SOTOMAYOR,17382.0,138.41,126.0
LOS RIOS,PALENQUE,PALENQUE,24838.0,569.22,44.0
LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,59559.0,415.02,144.0
LOS RIOS,BUENA FE,PATRICIA PILAR,14851.0,166.21,89.0
LOS RIOS,VALENCIA,VALENCIA,51509.0,969.81,53.0
LOS RIOS,MOCACHE,MOCACHE,42026.0,565.6,74.0
LOS RIOS,QUINSALOMA,QUINSALOMA,19470.0,288.88,67.0
MANABI,PORTOVIEJO,PORTOVIEJO,252248.0,415.03,608.0
MANABI,PORTOVIEJO,ABDON CALDERON,16848.0,120.87,139.0
MANABI,PORTOVIEJO,ALHAJUELA,4714.0,31.08,152.0
MANABI,PORTOVIEJO,CRUCITA,16997.0,61.93,274.0
MANABI,PORTOVIEJO,PUEBLO NUEVO,4181.0,36.98,113.0
MANABI,PORTOVIEJO,RIOCHICO,17040.0,90.95,187.0
MANABI,PORTOVIEJO,SAN PLACIDO,8180.0,139.08,59.0
MANABI,PORTOVIEJO,CHIRIJOS,2717.0,60.7,45.0
MANABI,BOLIVAR,CALCETA,34702.0,304.39,114.0
MANABI,BOLIVAR,MEMBRILLO,3573.0,121.53,29.0
MANABI,BOLIVAR,QUIROGA,3552.0,97.66,36.0
MANABI,CHONE,CHONE,76247.0,805.8,95.0
MANABI,CHONE,BOYACA,4447.0,234.79,19.0
MANABI,CHONE,CANUTO,11134.0,206.37,54.0
MANABI,CHONE,CONVENTO,6369.0,299.09,21.0
MANABI,CHONE,CHIBUNGA,6083.0,569.05,11.0
MANABI,CHONE,ELOY ALFARO,6566.0,335.71,20.0
MANABI,CHONE,RICAURTE,7838.0,398.81,20.0
MANABI,CHONE,SAN ANTONIO,9482.0,212.27,45.0
MANABI,EL CARMEN,EL CARMEN,84141.0,754.98,111.0
MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA,3911.0,290.36,13.0
MANABI,EL CARMEN,SAN PEDRO DE SUMA,7252.0,188.97,38.0
MANABI,EL CARMEN,SANTA MARIA,13668.0,339.11,40.0
MANABI,EL CARMEN,EL PARAISO LA 14,11964.0,167.33,71.0
MANABI,FLAVIO ALFARO,FLAVIO ALFARO,20177.0,986.41,20.0
MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO,2707.0,259.75,10.0
MANABI,FLAVIO ALFARO,ZAPALLO,3531.0,100.39,35.0
MANABI,JIPIJAPA,JIPIJAPA,54639.0,384.92,142.0
MANABI,JIPIJAPA,AMERICA,3418.0,89.96,38.0
MANABI,JIPIJAPA,EL ANEGADO,7020.0,116.74,60.0
MANABI,JIPIJAPA,JULCUY,1816.0,296.16,6.0
MANABI,JIPIJAPA,LA UNION,1747.0,47.6,37.0
MANABI,JIPIJAPA,MEMBRILLAL,955.0,81.6,12.0
MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,4067.0,275.54,15.0
MANABI,JIPIJAPA,PUERTO CAYO,4455.0,183.11,24.0
MANABI,JUNIN,JUNIN,22324.0,266.96,84.0
MANABI,MANTA,MANTA,261871.0,90.22,2903.0
MANABI,MANTA,SAN LORENZO,5444.0,162.04,34.0
MANABI,MANTA,SANTA MARIANITA,3830.0,37.83,101.0
MANABI,MONTECRISTI,MONTECRISTI,96858.0,598.58,162.0
MANABI,MONTECRISTI,LA PILA,3079.0,106.45,29.0
MANABI,PAJAN,PAJAN,14312.0,142.27,101.0
MANABI,PAJAN,CAMPOZANO,8736.0,239.11,37.0
MANABI,PAJAN,CASCOL,8764.0,465.04,19.0
MANABI,PAJAN,GUALE,4727.0,112.58,42.0
MANABI,PAJAN,LASCANO,5340.0,140.76,38.0
MANABI,PICHINCHA,PICHINCHA,17293.0,500.8,35.0
MANABI,PICHINCHA,BARRAGANETE,8300.0,427.69,19.0
MANABI,PICHINCHA,SAN SEBASTIAN,4787.0,146.08,33.0
MANABI,ROCAFUERTE,ROCAFUERTE,42688.0,278.5,153.0
MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,24506.0,293.02,84.0
MANABI,SANTA ANA,AYACUCHO,7934.0,104.47,76.0
MANABI,SANTA ANA,HONORATO VASQUEZ,5813.0,160.81,36.0
MANABI,SANTA ANA,LA UNION,7200.0,240.01,30.0
MANABI,SANTA ANA,SAN PABLO,6009.0,220.77,27.0
MANABI,SUCRE,BAHIA DE CARAQUEZ,27284.0,168.5,162.0
MANABI,SUCRE,CHARAPOTO,23361.0,248.32,94.0
MANABI,SUCRE,SAN ISIDRO,12196.0,276.16,44.0
MANABI,TOSAGUA,TOSAGUA,31309.0,248.05,126.0
MANABI,TOSAGUA,BACHILLERO,4438.0,58.21,76.0
MANABI,TOSAGUA,ANGEL PEDRO GILER,7106.0,75.04,95.0
MANABI,24 DE MAYO,SUCRE,15645.0,202.8,77.0
MANABI,24 DE MAYO,BELLAVISTA,5693.0,117.73,48.0
MANABI,24 DE MAYO,NOBOA,7063.0,150.92,47.0
MANABI,24 DE MAYO,ARQUITECTO SIXTO DURAN BALLEN,3072.0,74.73,41.0
MANABI,PEDERNALES,PEDERNALES,43049.0,696.57,62.0
MANABI,PEDERNALES,COJIMIES,18664.0,871.37,21.0
MANABI,PEDERNALES,DIEZ DE AGOSTO,6140.0,231.32,27.0
MANABI,PEDERNALES,ATAHUALPA,2555.0,170.2,15.0
MANABI,OLMEDO,OLMEDO,10090.0,256.89,39.0
MANABI,PUERTO LOPEZ,PUERTO LOPEZ,13489.0,205.04,66.0
MANABI,PUERTO LOPEZ,MACHALILLA,6303.0,137.19,46.0
MANABI,PUERTO LOPEZ,SALANGO,5838.0,87.09,67.0
MANABI,JAMA,JAMA,16588.0,568.1,29.0
MANABI,JARAMIJO,JARAMIJO,29759.0,96.54,308.0
MANABI,SAN VICENTE,SAN VICENTE,16880.0,340.87,50.0
MANABI,SAN VICENTE,CANOA,8117.0,395.92,21.0
MORONA SANTIAGO,MORONA,MACAS,22621.0,49.3,459.0
MORONA SANTIAGO,MORONA,ALSHI,399.0,269.28,1.0
MORONA SANTIAGO,MORONA,GENERAL PROANO,4929.0,73.33,67.0
MORONA SANTIAGO,MORONA,SAN ISIDRO,1221.0,129.12,9.0
MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,18647.0,2246.35,8.0
MORONA SANTIAGO,MORONA,SINAI,1034.0,405.36,3.0
MORONA SANTIAGO,MORONA,ZUNA,223.0,624.98,0.0
MORONA SANTIAGO,MORONA,CUCHAENTZA,2813.0,345.13,8.0
MORONA SANTIAGO,MORONA,RIO BLANCO,3048.0,225.07,14.0
MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,12323.0,366.11,34.0
MORONA SANTIAGO,GUALAQUIZA,AMAZONAS,165.0,286.37,1.0
MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,209.0,104.25,2.0
MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,6557.0,682.54,10.0
MORONA SANTIAGO,GUALAQUIZA,CHIGUINDA,551.0,161.48,3.0
MORONA SANTIAGO,GUALAQUIZA,EL ROSARIO,570.0,134.85,4.0
MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,663.0,54.76,12.0
MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,125.0,271.06,0.0
MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,729.0,98.92,7.0
MORONA SANTIAGO,LIMON INDANZA,GRAL. LEONIDAS PLAZA GUTIERREZ,4675.0,287.11,16.0
MORONA SANTIAGO,LIMON INDANZA,INDANZA,1091.0,69.92,16.0
MORONA SANTIAGO,LIMON INDANZA,SAN ANTONIO,1468.0,802.06,2.0
MORONA SANTIAGO,LIMON INDANZA,SAN MIGUEL DE CONCHAY,424.0,129.28,3.0
MORONA SANTIAGO,LIMON INDANZA,SANTA SUSANA DE CHIVIAZA,818.0,284.8,3.0
MORONA SANTIAGO,LIMON INDANZA,YUNGANZA,1126.0,257.34,4.0
MORONA SANTIAGO,PALORA,PALORA,6717.0,120.61,56.0
MORONA SANTIAGO,PALORA,ARAPICOS,974.0,213.73,5.0
MORONA SANTIAGO,PALORA,CUMANDA,315.0,822.21,0.0
MORONA SANTIAGO,PALORA,SANGAY,2515.0,202.21,12.0
MORONA SANTIAGO,PALORA,16 DE AGOSTO,1361.0,92.32,15.0
MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MENDEZ,3366.0,287.34,12.0
MORONA SANTIAGO,SANTIAGO,COPAL,443.0,443.27,1.0
MORONA SANTIAGO,SANTIAGO,CHUPIANZA,663.0,101.11,7.0
MORONA SANTIAGO,SANTIAGO,PATUCA,1924.0,256.86,7.0
MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO,596.0,57.33,10.0
MORONA SANTIAGO,SANTIAGO,TAYUZA,1606.0,94.84,17.0
MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,1157.0,127.05,9.0
MORONA SANTIAGO,SUCUA,SUCUA,16309.0,718.99,23.0
MORONA SANTIAGO,SUCUA,ASUNCION,2419.0,196.04,12.0
MORONA SANTIAGO,SUCUA,HUAMBI,3398.0,223.01,15.0
MORONA SANTIAGO,SUCUA,SANTA MARIANITA DE JESUS,1378.0,58.32,24.0
MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,4083.0,183.74,22.0
MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,6747.0,471.81,14.0
MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,2547.0,128.95,20.0
MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZUCAR,218.0,150.04,1.0
MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,911.0,679.42,1.0
MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,219.0,44.49,5.0
MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,477.0,87.58,5.0
MORONA SANTIAGO,TAISHA,TAISHA,7817.0,1326.08,6.0
MORONA SANTIAGO,TAISHA,HUASAGA,2069.0,1252.86,2.0
MORONA SANTIAGO,TAISHA,MACUMA,7360.0,1268.69,6.0
MORONA SANTIAGO,TAISHA,TUUTINENTSA,5229.0,959.0,5.0
MORONA SANTIAGO,TAISHA,PUMPUENTSA,4225.0,1328.66,3.0
MORONA SANTIAGO,LOGRONO,LOGRONO,2604.0,55.12,47.0
MORONA SANTIAGO,LOGRONO,YAUPI,2206.0,858.79,3.0
MORONA SANTIAGO,LOGRONO,SHIMPIS,2674.0,265.01,10.0
MORONA SANTIAGO,PABLO SEXTO,PABLO SEXTO,2267.0,1388.96,2.0
MORONA SANTIAGO,TIWINTZA,SANTIAGO,5511.0,648.81,8.0
MORONA SANTIAGO,TIWINTZA,SAN JOSE DE MORONA,3774.0,532.39,7.0
NAPO,TENA,TENA,39578.0,81.42,486.0
NAPO,TENA,AHUANO,7476.0,429.34,17.0
NAPO,TENA,CHONTAPUNTA,8721.0,963.31,9.0
NAPO,TENA,PANO,2179.0,793.39,3.0
NAPO,TENA,PUERTO MISAHUALLI,4868.0,335.71,15.0
