no_,genero_de_la_victima,estado_civil_de_la_victima,condicion,fecha_de_muerte_victima,tipo_de_accidente,fecha_siniestro,canton,provincia,fecha_de_creacion_de_proteccion_de_fallecidos,anio,mes_num
3822,MASCULINO,DIVORCIADO/A,PEATON,2019-09-16,ATROPELLO,2019-09-07,GUAYAQUIL,GUAYAS,2020-08-24,2019,9
3826,MASCULINO,CASADO/A,OCUPANTE,2019-11-02,CHOQUE,2019-11-02,GUAYAQUIL,GUAYAS,2020-08-21,2019,11
3828,FEMENINO,VIUDO/A,OCUPANTE,2019-11-02,CHOQUE,2019-11-02,GUAYAQUIL,GUAYAS,2020-08-21,2019,11
3830,FEMENINO,SOLTERO/A,PEATON,2019-10-26,ATROPELLO,2019-10-26,SAMBORONDON,GUAYAS,2020-08-21,2019,10
3845,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-05,CHOQUE,2019-08-07,SAN VICENTE,MANABI,2020-08-19,2019,8
3847,MASCULINO,SOLTERO/A,PEATON,2019-09-27,ATROPELLO,2019-09-27,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-08-19,2019,9
3848,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-22,VOLCAMIENTO,2019-10-22,QUITO,PICHINCHA,2020-08-19,2019,10
3849,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-12,CHOQUE,2019-10-12,BUENA FE,LOS RIOS,2020-08-19,2019,10
3854,MASCULINO,CASADO/A,PEATON,2019-09-12,ATROPELLO,2019-09-10,QUITO,PICHINCHA,2020-08-19,2019,9
3865,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-02,VOLCAMIENTO,2019-11-02,PLAYAS,GUAYAS,2020-08-18,2019,11
3870,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-29,CHOQUE,2019-11-18,HUAQUILLAS,EL ORO,2020-08-18,2019,11
3874,MASCULINO,SOLTERO/A,PEATON,2019-10-29,ATROPELLO,2019-10-29,QUITO,PICHINCHA,2020-08-18,2019,10
3877,FEMENINO,SOLTERO/A,OCUPANTE,2019-10-18,CHOQUE,2019-10-18,ZAMORA,ZAMORA CHINCHIPE,2020-08-17,2019,10
3884,FEMENINO,CASADO/A,PEATON,2019-08-24,ATROPELLO,2019-08-24,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-08-17,2019,8
3891,MASCULINO,SOLTERO/A,OCUPANTE,2020-04-11,CHOQUE,2019-06-19,NARANJAL,GUAYAS,2020-08-14,2019,6
3892,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-29,CHOQUE,2019-12-29,EL GUABO,EL ORO,2020-08-14,2019,12
3899,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-29,CHOQUE,2019-12-29,PORTOVIEJO,MANABI,2020-08-13,2019,12
3912,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-12-20,CHOQUE,2019-12-20,PEDRO CARBO,GUAYAS,2020-08-12,2019,12
3914,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-01,CHOQUE,2019-11-01,PEDRO VICENTE MALDONADO,PICHINCHA,2020-08-12,2019,11
3915,MASCULINO,SOLTERO/A,PEATON,2019-08-22,ATROPELLO,2019-08-22,PORTOVIEJO,MANABI,2020-08-12,2019,8
3920,FEMENINO,CASADO/A,OCUPANTE,2019-12-09,VOLCAMIENTO,2019-12-09,ATACAMES,ESMERALDAS,2020-08-11,2019,12
3929,MASCULINO,CASADO/A,OCUPANTE,2019-11-22,CHOQUE,2019-11-22,LOJA,LOJA,2020-08-07,2019,11
3942,MASCULINO,VIUDO/A,OCUPANTE,2019-12-10,CHOQUE,2019-12-09,QUININDE,ESMERALDAS,2020-08-06,2019,12
3943,FEMENINO,CASADO/A,OCUPANTE,2019-12-09,CHOQUE,2019-12-09,QUININDE,ESMERALDAS,2020-08-06,2019,12
3947,MASCULINO,CASADO/A,OCUPANTE,2019-08-27,CHOQUE,2019-08-27,QUITO,PICHINCHA,2020-08-06,2019,8
3975,FEMENINO,DIVORCIADO/A,PEATON,2020-01-04,ATROPELLO,2019-09-15,GUAYAQUIL,GUAYAS,2020-08-04,2019,9
3980,MASCULINO,CASADO/A,OCUPANTE,2019-09-29,CHOQUE,2019-09-29,NARANJAL,GUAYAS,2020-08-03,2019,9
3982,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-08-05,CHOQUE,2019-08-05,EL EMPALME,GUAYAS,2020-08-03,2019,8
3998,MASCULINO,CASADO/A,PEATON,2019-09-21,ATROPELLO,2019-09-21,QUITO,PICHINCHA,2020-07-31,2019,9
3999,MASCULINO,SOLTERO/A,OCUPANTE,2020-06-18,CHOQUE,2019-09-27,BABA,LOS RIOS,2020-07-31,2019,9
4000,MASCULINO,SOLTERO/A,PEATON,2019-08-04,ATROPELLO,2019-08-04,QUITO,PICHINCHA,2020-07-31,2019,8
4004,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-15,VOLCAMIENTO,2019-12-14,MACHALA,EL ORO,2020-07-31,2019,12
4018,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-20,VOLCAMIENTO,2019-12-19,SUCRE,MANABI,2020-07-30,2019,12
4020,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-21,ATROPELLO,2019-10-17,SANTA ANA,MANABI,2020-07-29,2019,10
4026,MASCULINO,SOLTERO/A,PEATON,2019-11-19,ATROPELLO,2019-11-19,SANTA ANA,MANABI,2020-07-29,2019,11
4027,FEMENINO,SOLTERO/A,PEATON,2019-10-22,ATROPELLO,2019-10-16,GUAYAQUIL,GUAYAS,2020-07-29,2019,10
4029,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-06,CHOQUE,2019-12-06,LA TRONCAL,CANAR,2020-07-29,2019,12
4030,MASCULINO,SOLTERO/A,OCUPANTE,2020-01-02,CHOQUE,2019-12-30,MILAGRO,GUAYAS,2020-07-29,2019,12
4038,MASCULINO,SOLTERO/A,OCUPANTE,2020-03-06,CHOQUE,2019-10-12,QUITO,PICHINCHA,2020-07-28,2019,10
4057,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-06,CHOQUE,2019-09-06,QUITO,PICHINCHA,2020-07-24,2019,9
4075,MASCULINO,SOLTERO/A,PEATON,2019-08-12,ATROPELLO,2019-08-12,SAN LORENZO,ESMERALDAS,2020-07-23,2019,8
4085,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-19,CHOQUE,2019-12-18,LOJA,LOJA,2020-07-22,2019,12
4092,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-19,CHOQUE,2019-11-29,GUAYAQUIL,GUAYAS,2020-07-21,2019,11
4093,MASCULINO,SOLTERO/A,OCUPANTE,2020-03-08,CHOQUE,2019-12-23,NARANJAL,GUAYAS,2020-07-21,2019,12
4101,FEMENINO,CASADO/A,PEATON,2019-09-29,ATROPELLO,2019-09-29,LATACUNGA,COTOPAXI,2020-07-21,2019,9
4115,MASCULINO,SOLTERO/A,PEATON,2019-12-04,ATROPELLO,2019-12-04,CUENCA,AZUAY,2020-07-20,2019,12
4119,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-12-25,CHOQUE,2019-12-25,LA TRONCAL,CANAR,2020-07-17,2019,12
4125,FEMENINO,SOLTERO/A,PEATON,2019-12-14,ATROPELLO,2019-12-14,PAUTE,AZUAY,2020-07-17,2019,12
4130,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-21,CHOQUE,2019-11-19,QUEVEDO,LOS RIOS,2020-07-17,2019,11
4142,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-08,CHOQUE,2019-11-02,JIPIJAPA,MANABI,2020-07-16,2019,11
4143,MASCULINO,CASADO/A,OCUPANTE,2019-12-16,CHOQUE,2019-12-01,AMBATO,TUNGURAHUA,2020-07-16,2019,12
4145,MASCULINO,CASADO/A,OCUPANTE,2019-11-20,CHOQUE,2019-11-20,LATACUNGA,COTOPAXI,2020-07-16,2019,11
4149,MASCULINO,SOLTERO/A,PEATON,2019-12-05,ATROPELLO,2019-09-01,QUITO,PICHINCHA,2020-07-16,2019,9
4150,MASCULINO,CASADO/A,PEATON,2019-09-01,ATROPELLO,2019-09-01,QUITO,PICHINCHA,2020-07-16,2019,9
4153,MASCULINO,CASADO/A,PEATON,2019-11-06,ATROPELLO,2019-10-26,PAJAN,MANABI,2020-07-16,2019,10
4156,FEMENINO,CASADO/A,PEATON,2019-12-22,ATROPELLO,2019-12-22,AMBATO,TUNGURAHUA,2020-07-16,2019,12
4158,FEMENINO,DIVORCIADO/A,PEATON,2019-09-02,ATROPELLO,2019-09-02,AMBATO,TUNGURAHUA,2020-07-16,2019,9
4161,FEMENINO,SOLTERO/A,PEATON,2019-07-12,ATROPELLO,2019-07-12,SANTA ELENA,SANTA ELENA,2020-07-16,2019,7
4169,MASCULINO,CASADO/A,OCUPANTE,2019-09-21,CHOQUE,2019-09-21,PAJAN,MANABI,2020-07-15,2019,9
4179,MASCULINO,CASADO/A,OCUPANTE,2019-07-23,CHOQUE,2019-07-18,PUJILI,COTOPAXI,2020-07-15,2019,7
4180,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-15,CHOQUE,2019-12-15,SUCUA,MORONA SANTIAGO,2020-07-15,2019,12
4183,MASCULINO,SOLTERO/A,PEATON,2020-03-21,ATROPELLO,2019-09-14,QUEVEDO,LOS RIOS,2020-07-15,2019,9
4191,MASCULINO,SOLTERO/A,PEATON,2019-11-24,ATROPELLO,2019-11-24,VALENCIA,LOS RIOS,2020-07-14,2019,11
4194,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-11,VOLCAMIENTO,2019-11-03,PALENQUE,LOS RIOS,2020-07-14,2019,11
4233,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-14,CHOQUE,2019-11-12,NUEVA LOJA,SUCUMBIOS,2020-07-10,2019,11
4235,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-30,CHOQUE,2019-12-26,PUYO,PASTAZA,2020-07-10,2019,12
4238,MASCULINO,SOLTERO/A,PEATON,2019-10-11,ATROPELLO,2019-07-26,LA LIBERTAD,SANTA ELENA,2020-07-09,2019,7
4243,FEMENINO,SOLTERO/A,PEATON,2019-07-29,ATROPELLO,2019-07-29,GUAYAQUIL,GUAYAS,2020-07-09,2019,7
4251,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-22,VOLCAMIENTO,2019-12-22,BABAHOYO,LOS RIOS,2020-07-09,2019,12
4258,MASCULINO,SOLTERO/A,BICICLETA,2019-09-21,CHOQUE,2019-07-12,GUAYAQUIL,GUAYAS,2020-07-08,2019,7
4265,MASCULINO,CASADO/A,OCUPANTE,2019-10-17,CHOQUE,2019-10-17,GUAYAQUIL,GUAYAS,2020-07-08,2019,10
4267,MASCULINO,SOLTERO/A,PEATON,2019-10-20,ATROPELLO,2019-10-20,GUAYAQUIL,GUAYAS,2020-07-08,2019,10
4268,MASCULINO,CASADO/A,PEATON,2019-12-29,ATROPELLO,2019-12-29,LATACUNGA,COTOPAXI,2020-07-08,2019,12
4273,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-25,CHOQUE,2019-08-24,VALENCIA,LOS RIOS,2020-07-08,2019,8
4282,FEMENINO,CASADO/A,PEATON,2019-09-20,ATROPELLO,2019-09-19,GUAYAQUIL,GUAYAS,2020-07-07,2019,9
4291,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-17,CHOQUE,2019-11-17,PORTOVIEJO,MANABI,2020-07-03,2019,11
4298,MASCULINO,SOLTERO/A,PEATON,2019-12-20,ATROPELLO,2019-12-20,QUITO,PICHINCHA,2020-07-03,2019,12
4300,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-08,CHOQUE,2019-12-08,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,2020-07-03,2019,12
4317,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-08,CHOQUE,2019-09-07,EL GUABO,EL ORO,2020-07-02,2019,9
4319,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-12,IBARRA,IMBABURA,2020-07-02,2019,8
4326,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-27,SANTA ELENA,SANTA ELENA,2020-07-02,2019,10
4331,MASCULINO,SOLTERO/A,OCUPANTE,2020-06-11,CHOQUE,2019-05-12,TULCAN,CARCHI,2020-07-02,2019,5
4334,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-02,CHOQUE,2019-09-28,VENTANAS,LOS RIOS,2020-07-01,2019,9
4336,MASCULINO,DIVORCIADO/A,BICICLETA,2020-06-09,CHOQUE,2019-12-20,NARANJITO,GUAYAS,2020-07-01,2019,12
4338,MASCULINO,CASADO/A,OCUPANTE,2019-11-23,CHOQUE,2019-11-23,GUALAQUIZA,MORONA SANTIAGO,2020-07-01,2019,11
4339,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-01,VOLCAMIENTO,2019-09-01,CANAR,CANAR,2020-07-01,2019,9
4340,MASCULINO,CASADO/A,OCUPANTE,2019-12-07,CHOQUE,2019-12-07,GUAYAQUIL,GUAYAS,2020-07-01,2019,12
4344,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-07,CHOQUE,2019-11-07,CUENCA,AZUAY,2020-07-01,2019,11
4346,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-01,CHOQUE,2019-11-01,PEDRO VICENTE MALDONADO,PICHINCHA,2020-07-01,2019,11
4347,MASCULINO,SOLTERO/A,OCUPANTE,2020-04-24,CHOQUE,2019-12-15,QUITO,PICHINCHA,2020-07-01,2019,12
4348,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-29,CHOQUE,2019-12-29,ARENILLAS,EL ORO,2020-07-01,2019,12
4353,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-15,CHOQUE,2019-08-11,CHONE,MANABI,2020-07-01,2019,8
4355,FEMENINO,CASADO/A,PEATON,2019-08-16,ATROPELLO,2019-08-16,SAN MIGUEL DE LOS BANCOS,PICHINCHA,2020-07-01,2019,8
4357,MASCULINO,CASADO/A,PEATON,2020-04-04,ATROPELLO,2019-08-05,GUAYAQUIL,GUAYAS,2020-07-01,2019,8
4358,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-29,VOLCAMIENTO,2019-12-29,ARENILLAS,EL ORO,2020-07-01,2019,12
4361,MASCULINO,CASADO/A,OCUPANTE,2019-12-01,DESCONOCIDO,2019-12-01,AMBATO,TUNGURAHUA,2020-06-30,2019,12
4365,FEMENINO,SOLTERO/A,OCUPANTE,2019-06-27,CHOQUE,2019-06-27,YAGUACHI,GUAYAS,2020-06-30,2019,6
4371,MASCULINO,SOLTERO/A,BICICLETA,2019-12-24,ATROPELLO,2019-12-24,BABA,LOS RIOS,2020-06-30,2019,12
4374,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-24,CAIDA,2019-12-18,YAGUACHI,GUAYAS,2020-06-30,2019,12
4380,FEMENINO,VIUDO/A,PEATON,2019-12-06,ATROPELLO,2019-11-22,QUITO,PICHINCHA,2020-06-30,2019,11
4381,MASCULINO,SOLTERO/A,PEATON,2019-10-18,ATROPELLO,2019-10-18,PUJILI,COTOPAXI,2020-06-30,2019,10
4386,FEMENINO,CASADO/A,OCUPANTE,2019-12-22,CHOQUE,2019-12-22,TENA,NAPO,2020-06-29,2019,12
4391,MASCULINO,CASADO/A,PEATON,2019-08-29,ATROPELLO,2019-08-29,GUAYAQUIL,GUAYAS,2020-06-22,2019,8
4393,FEMENINO,SOLTERO/A,PEATON,2019-12-29,ATROPELLO,2019-12-27,NARANJITO,GUAYAS,2020-06-22,2019,12
4394,FEMENINO,CASADO/A,OCUPANTE,2019-09-28,VOLCAMIENTO,2019-09-28,SAN MIGUEL,BOLIVAR,2020-06-22,2019,9
4406,MASCULINO,SOLTERO/A,PEATON,2020-04-08,ATROPELLO,2019-06-12,GUAYAQUIL,GUAYAS,2020-06-08,2019,6
4415,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-10,CHOQUE,2019-12-10,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-03-16,2019,12
4418,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-22,VOLCAMIENTO,2019-03-22,BANOS,TUNGURAHUA,2020-03-16,2019,3
4421,MASCULINO,CASADO/A,OCUPANTE,2019-05-20,CHOQUE,2019-05-12,VENTANAS,LOS RIOS,2020-03-16,2019,5
4422,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-08,CHOQUE,2019-12-08,ECHEANDIA,BOLIVAR,2020-03-16,2019,12
4423,MASCULINO,CASADO/A,PEATON,2019-12-31,ATROPELLO,2019-12-31,QUITO,PICHINCHA,2020-03-16,2019,12
4427,MASCULINO,CASADO/A,OCUPANTE,2019-07-23,VOLCAMIENTO,2019-07-23,PEDRO VICENTE MALDONADO,PICHINCHA,2020-03-13,2019,7
4428,FEMENINO,CASADO/A,OCUPANTE,2019-07-23,VOLCAMIENTO,2019-07-23,PEDRO VICENTE MALDONADO,PICHINCHA,2020-03-13,2019,7
4429,MASCULINO,VIUDO/A,PEATON,2019-08-19,ATROPELLO,2019-08-19,PUEBLOVIEJO,LOS RIOS,2020-03-13,2019,8
4430,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-01,CHOQUE,2019-04-01,PUEBLOVIEJO,LOS RIOS,2020-03-13,2019,4
4431,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,NUEVA LOJA,SUCUMBIOS,2020-03-13,2019,4
4433,MASCULINO,SOLTERO/A,OCUPANTE,2020-01-20,DESCONOCIDO,2019-12-01,PORTOVIEJO,MANABI,2020-03-13,2019,12
4435,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-22,CHOQUE,2019-11-20,NUEVA LOJA,SUCUMBIOS,2020-03-13,2019,11
4452,FEMENINO,CASADO/A,OCUPANTE,2020-01-03,CHOQUE,2019-12-28,SANTA ANA,MANABI,2020-03-12,2019,12
4455,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-12-12,CHOQUE,2019-12-12,NARANJITO,GUAYAS,2020-03-12,2019,12
4459,MASCULINO,CASADO/A,OCUPANTE,2019-12-24,CHOQUE,2019-12-19,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-03-12,2019,12
4460,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-25,CHOQUE,2019-10-25,YAGUACHI,GUAYAS,2020-03-11,2019,10
4464,MASCULINO,SOLTERO/A,OCUPANTE,2020-01-07,CHOQUE,2019-12-29,PUYO,PASTAZA,2020-03-11,2019,12
4467,MASCULINO,CASADO/A,PEATON,2019-12-07,ATROPELLO,2019-12-06,GUAYAQUIL,GUAYAS,2020-03-11,2019,12
4471,MASCULINO,SOLTERO/A,PEATON,2019-09-13,CAIDA,2019-09-13,LOJA,LOJA,2020-03-11,2019,9
4472,MASCULINO,SOLTERO/A,PEATON,2019-08-29,ATROPELLO,2019-07-06,SANTA LUCIA,GUAYAS,2020-03-11,2019,7
4474,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-23,CHOQUE,2019-12-23,NARANJAL,GUAYAS,2020-03-11,2019,12
4482,FEMENINO,VIUDO/A,OCUPANTE,2019-05-25,VOLCAMIENTO,2019-05-25,BALSAS,EL ORO,2020-03-10,2019,5
4483,FEMENINO,VIUDO/A,PEATON,2019-09-01,ATROPELLO,2019-09-01,OTAVALO,IMBABURA,2020-03-10,2019,9
4484,MASCULINO,CASADO/A,PEATON,2019-12-11,ATROPELLO,2019-11-29,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-03-10,2019,11
4485,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-21,CHOQUE,2019-12-21,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,2020-03-10,2019,12
4489,MASCULINO,CASADO/A,OCUPANTE,2019-09-20,CHOQUE,2019-09-20,QUITO,PICHINCHA,2020-03-10,2019,9
4498,MASCULINO,SOLTERO/A,PEATON,2019-12-08,ATROPELLO,2019-12-07,LATACUNGA,COTOPAXI,2020-03-09,2019,12
4499,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-06,CHOQUE,2019-10-05,MILAGRO,GUAYAS,2020-03-09,2019,10
4500,MASCULINO,SOLTERO/A,PEATON,2019-11-17,ATROPELLO,2019-11-17,GUAYAQUIL,GUAYAS,2020-03-09,2019,11
4503,FEMENINO,VIUDO/A,PEATON,2020-01-16,ATROPELLO,2019-10-31,CATAMAYO,LOJA,2020-03-09,2019,10
4504,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-20,CHOQUE,2019-12-20,MACHACHI,PICHINCHA,2020-03-06,2019,12
4505,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-12,CHOQUE,2019-07-12,QUITO,PICHINCHA,2020-03-06,2019,7
4507,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-18,CHOQUE,2019-11-07,GUARANDA,BOLIVAR,2020-03-06,2019,11
4508,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-10,CAIDA,2019-12-08,MANTA,MANABI,2020-03-06,2019,12
4510,MASCULINO,CASADO/A,OCUPANTE,2019-12-19,CHOQUE,2019-12-19,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-03-06,2019,12
4511,FEMENINO,SOLTERO/A,OCUPANTE,2019-03-10,CAIDA,2019-03-09,GUAYAQUIL,GUAYAS,2020-03-06,2019,3
4513,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-26,CHOQUE,2019-11-26,DURAN,GUAYAS,2020-03-06,2019,11
4519,MASCULINO,SOLTERO/A,PEATON,2019-03-07,ATROPELLO,2019-03-07,GUAYAQUIL,GUAYAS,2020-03-06,2019,3
4521,MASCULINO,CASADO/A,OCUPANTE,2019-11-24,CHOQUE,2019-11-24,ROCAFUERTE,MANABI,2020-03-06,2019,11
4525,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-16,VOLCAMIENTO,2019-12-16,CHONE,MANABI,2020-03-05,2019,12
4527,MASCULINO,CASADO/A,OCUPANTE,2019-11-02,VOLCAMIENTO,2019-11-02,PORTOVIEJO,MANABI,2020-03-05,2019,11
4529,MASCULINO,CASADO/A,OCUPANTE,2019-11-30,CHOQUE,2019-11-30,LA TRONCAL,CANAR,2020-03-05,2019,11
4530,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-24,CHOQUE,2019-12-24,QUERO,TUNGURAHUA,2020-03-05,2019,12
4539,FEMENINO,CASADO/A,OCUPANTE,2019-12-25,CHOQUE,2019-12-25,QUININDE,ESMERALDAS,2020-03-04,2019,12
4544,FEMENINO,SOLTERO/A,OCUPANTE,2019-10-07,VOLCAMIENTO,2019-10-06,GUAYAQUIL,GUAYAS,2020-03-04,2019,10
4547,MASCULINO,SOLTERO/A,PEATON,2020-01-09,ATROPELLO,2019-10-21,MANTA,MANABI,2020-03-04,2019,10
4549,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-10,VOLCAMIENTO,2019-11-10,MONTECRISTI,MANABI,2020-03-04,2019,11
4553,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-29,CAIDA,2019-12-29,PUJILI,COTOPAXI,2020-03-04,2019,12
4555,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-29,ATROPELLO,2019-12-23,QUITO,PICHINCHA,2020-03-03,2019,12
4556,MASCULINO,CASADO/A,OCUPANTE,2019-12-29,CHOQUE,2019-12-29,ALAUSI,CHIMBORAZO,2020-03-03,2019,12
4560,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-21,VOLCAMIENTO,2019-12-21,NARANJAL,GUAYAS,2020-03-03,2019,12
4562,MASCULINO,CASADO/A,OCUPANTE,2019-12-13,CHOQUE,2019-12-13,YAGUACHI,GUAYAS,2020-03-03,2019,12
4570,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-11,VOLCAMIENTO,2019-12-11,PINDAL,LOJA,2020-03-02,2019,12
4571,FEMENINO,VIUDO/A,PEATON,2019-09-18,ATROPELLO,2019-09-18,OTAVALO,IMBABURA,2020-03-02,2019,9
4578,MASCULINO,CASADO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,AMBATO,TUNGURAHUA,2020-02-28,2019,8
4579,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-19,CHOQUE,2019-06-08,GUAYAQUIL,GUAYAS,2020-02-28,2019,6
4580,MASCULINO,DIVORCIADO/A,PEATON,2019-11-14,ATROPELLO,2019-11-13,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2020-02-28,2019,11
4584,MASCULINO,SOLTERO/A,PEATON,2019-05-27,DESCONOCIDO,2019-05-27,QUEVEDO,LOS RIOS,2020-02-28,2019,5
4585,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-20,CHOQUE,2019-12-19,CUENCA,AZUAY,2020-02-28,2019,12
4587,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-11-04,CHOQUE,2019-11-04,RIOBAMBA,CHIMBORAZO,2020-02-27,2019,11
4588,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-14,ARENILLAS,EL ORO,2020-02-27,2019,4
4589,FEMENINO,SOLTERO/A,OCUPANTE,2019-06-08,CHOQUE,2019-06-08,SANTA ROSA,EL ORO,2020-02-27,2019,6
4592,MASCULINO,SOLTERO/A,PEATON,2019-08-10,ATROPELLO,2019-08-10,PUEBLOVIEJO,LOS RIOS,2020-02-26,2019,8
4593,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-22,VOLCAMIENTO,2019-12-22,SALCEDO,COTOPAXI,2020-02-26,2019,12
4595,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-30,CHOQUE,2019-12-30,GUAYAQUIL,GUAYAS,2020-02-26,2019,12
4596,FEMENINO,SOLTERO/A,OCUPANTE,2019-12-30,CHOQUE,2019-12-30,GUAYAQUIL,GUAYAS,2020-02-26,2019,12
4599,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-16,QUITO,PICHINCHA,2020-02-26,2019,11
4602,FEMENINO,CASADO/A,OCUPANTE,2019-08-05,CHOQUE,2019-04-15,EL TRIUNFO,GUAYAS,2020-02-21,2019,4
4603,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-14,CHOQUE,2019-12-14,LA LIBERTAD,SANTA ELENA,2020-02-21,2019,12
4605,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-18,CHOQUE,2019-12-18,MILAGRO,GUAYAS,2020-02-21,2019,12
4610,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-23,CHOQUE,2019-07-23,GUAYAQUIL,GUAYAS,2020-02-21,2019,7
4612,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-03,CHOQUE,2019-11-03,DAULE,GUAYAS,2020-02-21,2019,11
4614,FEMENINO,CASADO/A,OCUPANTE,2019-09-20,VOLCAMIENTO,2019-09-20,SANTIAGO DE MENDEZ,AZUAY,2020-02-21,2019,9
4616,MASCULINO,CASADO/A,PEATON,2019-09-27,ATROPELLO,2019-09-27,GUAYAQUIL,GUAYAS,2020-02-21,2019,9
4618,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-30,CHOQUE,2019-12-30,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,2020-02-21,2019,12
4619,MASCULINO,SOLTERO/A,OCUPANTE,2019-12-30,CHOQUE,2019-12-30,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,2020-02-21,2019,12
4620,MASCULINO,CASADO/A,PEATON,2019-11-14,CAIDA,2019-11-14,QUITO,PICHINCHA,2020-02-21,2019,11
